"transaction_id","items"
"570797","15056BL,15056N,20712,21086,21774,21812,22083,22332,22333,22409,22411,22670,22676,22677,22679,22681,22686,22758,23029,23032,23165,23166,23169,23182,23275,48184,71459,85099C,85159B"
"570798","21232,POST"
"570799","21914,21915,22086,22466,22910,22960,22966,23077,23082,23083,23311"
"570806","16161P,16161U,20725,20727,21259,21498,21499,21500,22045,22139,22141,22142,22144,22150,22382,22383,22553,22555,22557,22568,22570,22711,22749,22750,22751,22757,22758,22940,23035,23126,23127,23206,23207,23208,23209,23230,23493,23494,23550,84077,84078A,85185B"
"570807","16161P,21014,21352,22138,22195,22274,22427,22617,22624,22625,22627,22965,22993,23494,23513,23525,23529,23531,23534,23541,84378,85179A"
"570818","20668,20711,20724,20724,20725,20727,20727,20728,20971,20974,20982,20983,21164,21172,21212,21218,21231,21232,21232,21380,21462,21495,21504,21523,21559,21669,21684,21733,21755,21894,21906,21928,21930,21931,21975,21985,22077,22090,22113,22134,22139,22175,22176,22189,22197,22355,22355,22355,22356,22384,22423,22478,22553,22553,22570,22573,22574,22579,22594,22595,22597,22663,22666,22667,22720,22726,22776,22796,22844,22981,22993,23087,23103,23103,23147,23148,23165,23190,23199,23202,23203,23203,23204,23209,23210,23210,23212,23212,23213,23216,23217,23228,23263,23263,23263,23264,23264,23265,23265,23266,23266,23300,23301,23348,23355,23367,23368,23393,23394,23395,23396,23399,23426,23427,46000M,47421,47559B,79321,82578,82580,82581,84510A,84510A,84836,84836,85014B,85071A,85071B,85071C,85071D,85099B,85099B,85123A"
"570821","20970,20971,22147,22271,22749,22750,22940,23126,23127"
"570822","22501"
"570823","21559,22467,23254,23256,23289,23290,23291,23292,POST"
"570824","21790,21791,21889,22153,22699,22865,23043,23191,23244,23293,72351B,84978"
"570825","22193,22730,22845,23114,23116,23117,23168"
"570826","15056N,16169E,20668,21098,21306,21367,21368,21497,21506,21584,21621,21703,21888,21976,22095,22107,22109,22314,22380,22580,22583,22584,22632,22748,22906,22953,23080,23201,23344,23503,51014A,84341B,84559B,84992"
"570827","21508,21508,21621,21715,21716,21888,21889,21912,21913,21984,21985,21986,22091,22093,22096,22530,22532,22535,22567,22619,22620,22623,22624,22633,22656,22666,22712,22714,22816,22840,22865,22944,22983,23176,23177,23188,23193,23194,23241,23241,23524,23525,23527,72818,72818"
"570829","21108,21172,21314,21810,22096,22097,22098,22307,22398,22403,22505,22692,22798,22800,23089,23300,23301,23302,48194,72817,84820"
"570830","20972,21121,21122,21261,21974,21977,22111,22150,22349,22350,22553,22556,22572,22734,22866,22867,22909,22910,22940,23210,23356,23493,23501,23503,23504,23534,23543,35970,84031A,84031B,84032A,84032B,84375,84836,85123A"
"570832","23313,47590A,47590B"
"570833","20750,21731,22197,22941,23082,23083,23110,23112,23169,23201,23393,23397,46000M,84879"
"570834","22423,22697,22698,47566,82578,84378,84879"
"570836","20974,21890,21891,21915,22423,22428,22556,22562,22563,22899,22941,22942,22946,23168,23173,23174,23188,23190,23192,23311,23366,23523,23527"
"570837","20725,20727,21212,21731,22383,22632,22809,22866,23220,23222,23223,23225,23311,23349,23350,23351,23352,23353,23354,23483,84991"
"570838","22998,22999,23196,37471,79051A"
"570839","15060B,20751,20984,20992,20996,21259,21428,21430,21430,21731,21945,22093,22187,22282,22283,22374,22375,22376,22385,22386,22426,22427,22464,22608,22610,22721,22909,23073,23408,23409,23413,37479P,48194,84509G,84969,84978,85014A,85014B,85099B"
"570840","21135,21523,22414,23146,23173,46000M,82486"
"570841","20712,20724,20725,21039,21672,21731,21883,21931,21936,22090,22355,22379,22554,22622,22745,23199,23202,23206,23350,23389,23390,85099B,POST"
"570842","20723,20725,20725,20727,21479,21481,21484,21985,22113,22355,23204,23205,23208,23209,23263,23380,23381,23439,23551,47591D,84030E"
"570843","21034,21098,21174,22075,22334,23026,23028,23032,23035,23082,23300,23312,23333,23334,84580,84581,84879"
"570844","22086"
"570846","22197,23123,23224,23327,23328"
"570847","22588,22596,23212,23298,84836,84945"
"570848","22086"
"570849","22086,22910"
"570851","20724,22197,23388,23389,23390,POST"
"570852","21463,21464,22041,22191,22192,22197,22683,22728,23014,23173,23342,48138"
"570855","21231,21232,21326,21485,21733,22154,22556,22571,22572,22577,22578,22595,22596,22600,22601,22646,22731,22734,22818,22819,22909,22952,22969,22988,23077,23210,23213,23222,23225,23234,23307,23309,23311,23312,23318,23319,23349,23351,23353,23355,23503,23505,23506,23508,35961,84879,84946,85199S"
"570856","16156S,22109,22466,22467,22573,22579,22593,22601,22624,22625,22720,22725,22726,22728,22730,22738,22749,22847,22909,22941,22950,22959,22962,23157,23158,23161,23210,23228,23233,23234,23239,23245,23264,23346,23353,23401,23403,23404,79321,84836,85123A"
"570857","15039,21034,21356,21843,22138,22139,22200,22423,22911,22931,22932,22933,22936,22946,22982,23046,23094,23337"
"570858","22326,22328,22564,22629,23346"
"570859","15056P,20679,20724,22465,22578,23099,23323,84879"
"570860","16168M"
"570861","15036,20866,21636,21642,21992,22074,22076,22181,22208,22211,22393,22395,22610,23191,23432,23433,37340,47503A,82616B,82616C"
"570862","20975,21703,21790,21889,21915,21917,22180,22326,22385,22629,22663,22796,22943,22946,23079,23344,23345,23346,23367,23368,23394,23395,23396,23506,23507,23508,46000M,85099F"
"570863","21485,22112,22693,22725,22726,22727,22728,22730,22835,22940,23200,23301,23356,23503"
"570864","20727,21544,21931,22065,22147,22150,22385,23202,23203,23344,85099B,85099C"
"570865","23503,23504,23506,23510"
"570866","17129F,21485,22111,22112,22796,22835,23408,23409,23411"
"570868","21311"
"570869","79164"
"570871","10135,20712,20719,20723,20724,20725,20733,20764,20961,20963,20974,20977,20978,21014,21015,21108,21110,21147,21192,21231,21232,21240,21249,21313,21314,21356,21358,21380,21429,21479,21485,21494,21669,21670,21673,21675,21715,21716,21718,21731,21803,21804,21808,21810,21811,21812,21813,21823,21824,21888,21908,21931,21932,21934,21935,21990,21992,21993,22026,22027,22064,22074,22075,22076,22077,22078,22079,22080,22082,22086,22104,22107,22112,22129,22135,22147,22150,22151,22169,22196,22197,22212,22219,22222,22271,22273,22312,22336,22338,22340,22355,22356,22360,22361,22364,22367,22379,22380,22383,22385,22386,22403,22406,22446,22452,22457,22470,22475,22483,22488,22494,22496,22498,22500,22505,22508,22545,22546,22549,22553,22571,22578,22579,22580,22581,22585,22591,22597,22599,22605,22620,22632,22653,22654,22661,22662,22664,22694,22701,22703,22720,22722,22725,22734,22739,22741,22756,22781,22814,22816,22817,22818,22851,22867,22880,22887,22896,22907,22909,22910,22944,22960,22961,22969,23002,23004,23089,23110,23165,23166,23167,23168,23179,23184,23188,23191,23199,23200,23202,23203,23204,23221,23229,23243,23269,23284,23289,23290,23291,23293,23294,23295,23296,23300,23310,23318,23319,23320,23321,23328,23344,23348,23349,23350,23353,23356,23369,23370,23371,23372,23379,23400,23403,23435,23483,23511,23512,23513,23514,23517,23521,23559,23614,23620,35648,35964,35970,46775D,46776A,46776B,46776C,46776D,46776E,46776F,47563A,47590B,47593B,51014C,71459,72807C,82482,82567,82582,82583,84029G,84031A,84031B,84032A,84077,84509A,84510A,84559A,84712B,84946,84978,85017B,85032A,85032B,85032C,85039B,85049E,85049H,85099F,85123A,85131B,85131D,85174,85176,85204,85231B,85231G,90000D,90003D,90134,90166,90181A,90200D,90206C,90214A,90214C,90214E,90214N,DOT"
"570872","11001,15034,15039,20711,20712,20719,20723,20733,20775,20977,21014,21028,21032,21080,21090,21110,21124,21154,21155,21207,21224,21257,21288,21314,21471,21558,21559,21704,21739,21744,21787,21790,21791,21803,21808,21810,21811,21812,21824,21829,21843,21880,21883,21888,21914,21915,21916,21929,21930,21933,21934,21935,21943,21944,21948,21990,21993,22023,22065,22074,22075,22076,22077,22078,22079,22080,22081,22086,22114,22129,22139,22141,22142,22144,22161,22163,22165,22169,22174,22178,22196,22197,22221,22271,22299,22308,22331,22336,22337,22338,22339,22340,22355,22356,22361,22366,22371,22377,22379,22380,22395,22411,22418,22423,22430,22446,22469,22470,22472,22474,22494,22549,22555,22571,22577,22578,22579,22580,22581,22601,22604,22619,22621,22624,22659,22661,22666,22670,22697,22698,22703,22712,22713,22720,22722,22728,22738,22745,22759,22762,22775,22800,22812,22818,22819,22821,22831,22835,22866,22867,22897,22905,22907,22908,22909,22943,22952,22981,22989,22996,23000,23004,23007,23031,23100,23101,23107,23115,23161,23163,23166,23169,23170,23171,23172,23182,23183,23196,23198,23206,23209,23211,23240,23241,23243,23264,23283,23284,23299,23300,23306,23308,23309,23311,23328,23344,23349,23350,23353,23365,23366,23368,23369,23370,23371,23380,23394,23395,23396,23434,23435,23524,23526,23528,23531,23534,23637,35471D,35953,46775D,46776F,47578A,51014A,51014L,70007,72586,72817,82484,84029G,84031A,84031B,84032A,84050,84536A,84568,84596B,84596F,84598,84912B,84924A,84968D,85039A,85049E,85049G,85049H,85078,85099B,85099C,85114B,85161,85183B,85199S,90059E,90120B,90120C,90122A,90134,90168,90181B,90214J,90214L,DOT"
"570875","20750,20838,20839,20984,21212,21242,21352,21430,21531,21533,21535,22138,22139,22161,22232,22340,22567,22577,22578,22579,22617,22624,22627,22951,22978,22982,23307,23321,23431,82482,85123A,85231B,POST"
"570876","22469,22470,22644,22645,22646,22696,23048,23083,23118,23322,23394,23396,23397,23483,23503,23504,23509,23510,46000M,46000S,84077"
"570877","21930,21931,22385,23202,23203,23344"
"570878","23283,23284"
"570879","20712,21108,21739,22372,22374,22386,22725,22726,22727,23078,85099B,POST"
"570880","22144,22630,22733,22734,22736,22910,22941,22942,22952,22959,23311,23349,23351,23353,23354,23373,23374,23436,23438,35970"
"570881","21484,21485,21624,22110,22175,22176,22317,22318,22320,22325,22483,22576,POST"
"570882","22555,22557,22964,23189,79321,84378,84380"
"570883","21064,21065,21137,21479,21731,21876,21877,21967,22041,22834,22969,22992,23077,23157,23188,23190,23192,23298,23373,23376,23377,23380,23436,23439,47566,84077"
"570884","21288,21381,22378,22423,22456,22508,22720,22722,22723,22852,22905,22961,23301,23322,23332,23468,23546,47593B"
"570885","20685,20724,21181,22302,22386,22588,22632,22633,22728,23199,23200,23202,23204,23206,23208,23439,23493,85099B"
"570886","15056BL,15056N,15056P,20679,20725,20727,20832,20971,21107,21156,21232,21354,22041,22095,22147,22611,22646,72802A,84029E,85038,85099B,85123A"
"570887","21977,22086,22189,22296,22577,22578,22579,22581,22589,22600,22601,22603,22624,22818,22909,23118,23210,23220,23222,23224,23227,23245,23310,23319,23323,23332,23395,23396,23483,46000M,47566,71477,84347,85049A,85049E,85123A"
"570888","20969,20970,20971,20972,20972,21790,21888,21889,21912,21913,21914,22077,22079,22081,22082,22141,22142,22147,22550,22560,22561,22568,22623,22653,22654,22731,22732,22733,22734,22735,22736,22737,22738,22739,22742,22743,22745,22746,22747,22748,22749,22750,22751,22940,23076,23077,23229,23502,23503,23504,85049A,85049E,85049G"
"570896","22720,23404,72760B,82494L,85099B"
"570906","20970,20971,22147,22271,22273,22749,22750,22940,23126,23127"
"570910","21704,21790,21791,22360,22361,22362,22363,22364,22429,22496,22624,22625,22626,22627,23250,23251,23252,35970"
"570919","21216,21533,22366,22666,22692,22720,22844,22845,22847,22960,23243,23284,35810A,48138"
"570961","23163,84970L,84970S"
"570964","16161P,16169E,21210,21212,21218,21481,21485,21498,21499,21500,21888,21889,21914,21915,22050,22051,22138,22139,22141,22144,22273,22311,22312,22313,22314,22411,22457,22472,22551,22557,22577,22578,22579,22600,22601,22619,22620,22623,22632,22667,22940,22986,23132,23157,23319,23320,23344,23353,23354,23355,23357,23374,23375,23431,23432,23437,23438,23439,23545,23546,85014B"
"570973","21286,22072,22139,22424,85066"
"570983","20724,20751,21080,21094,21172,21294,21880,22078,22092,22197,22201,22349,22436,22852,22940,23048,23298,23313,23321,23343,23344,23365,23366,23389,23434,23501,47518F,47591D,51014A,82582,84029G"
"570984","22423,22487,22782,22955,23026,23165,23208,82494L,82494L"
"571006","20956,22138,22196,22393,22411,22720,22955,22956,22966,23169,23202,23203,23301,23329,23330,23344,23367,23368,70007,84378,84946,85099B,85099C"
"571007","20685,21523,23196,23283,23330,23399,23406,48185,48187,48194"
"571008","85123A"
"571016","84596G"
"571017","21121,21122,21123,22600,22952,23100,23101,23102,23162,23163,23298,23545,85049E"
"571028","20686,21159,21733,21733,21801,21802,21803,21807,21818,22110,22111,22130,22473,22571,22572,22577,22578,22579,22694,22834,22910,22998,22998,23103,23210,23211,23263,23264,23265,23266,23275,23329,23330,23349,23356,47591D,48194,84029G,85061W,85123A,85211"
"571030","20712,20719,20723,20724,21058,21212,21215,21559,21843,21975,21976,21977,22138,22302,22303,22326,22355,22356,22417,22423,22507,22908,22951,22952,22955,22956,22961,23176,23199,23200,23201,23202,23204,23205,23307,23308,23344,23351,23352,23353,23354,84509A,84509B,84509C,84535B,84536B,84991,84992,85099B,85099F,POST"
"571031","20719,20719,21155,22165,22175,22176,22306,22355,23168,23204,23205,23300,23301,23302,23355,23393,23399,23408,23409,23423,35471D,35471D,72818,79063C,84818,84859C,84876B,85123A,85130C,85130C,85130D"
"571032","21158,21162,21163,21164,21364,21391,21391,21733,21905,22118,22224,22469,22470,22597,22649,22692,22694,22804,22844,23068,23093,23321,23322,23323,23393,23396,23423,47566,47578A,82494L,85123A,85150"
"571033","20934,21790,21791,21888,21914,21915,22086,22138,22139,22144,22493,22530,22531,22534,22537,22539,22544,22550,22560,22568,22617,22621,22731,22732,22734,22809,22810,22910,22969,23154,23156,23158,23159,23494,72741,85175"
"571034","20751,21116,21136,21166,21523,21528,21745,21916,21931,21935,22109,22423,22423,22423,22446,22452,22487,22626,22627,22690,22697,22698,22699,22720,22725,22726,22727,22728,22778,22794,22795,22797,22826,22827,22829,22846,22847,23012,23013,23020,23021,23094,23100,23114,23117,23170,23171,23172,23173,23174,23175,23188,23199,23200,23237,23238,23239,23239,23240,23245,23245,23284,23301,23302,23315,23345,23346,23355,23356,23370,23371,23372,23390,23391,23397,23404,23413,23414,23420,23421,23422,23423,23424,23426,23471,23472,23493,23494,23494,23503,23504,23526,23528,23529,23530,23531,23534,23535,23536,23537,23542,82484,84078A,85099B,85099F"
"571035","20676,20677,20718,20725,21238,21242,21243,21340,21580,21889,21936,22138,22139,22178,22380,22381,22384,22411,22423,22467,22478,22508,22526,22585,22605,22619,22620,22624,22625,22666,22727,22915,22960,23081,23169,23201,23203,23205,23209,23240,23245,23284,23298,23316,23348,23389,23395,23407,23469,23528,47566,47590B,47591D,48138,84375,85066,85099B,M"
"571036","20749,20750,21136,21231,21531,21535,21539,22077,22320,22379,22381,22573,22574,22577,22578,22579,22581,22593,22594,22595,22596,22601,22602,22603,23032,23210,23211,23212,23224,23400,23402,23403,23404,84879"
"571038","20685,20717,20718,21115,21285,21430,21733,21843,22094,22097,22098,22138,22180,22423,22766,23108,23245,23433,23483,47578A,48184,48185,48187,71038,72351A,72351B,84984D,85034A,85034C,85035A,85036C,85066"
"571039","16161P,16161U,20717,20724,20726,20727,20768,20770,20771,20772,20914,20914,20914,21034,21034,21034,21034,21034,21162,21166,21172,21181,21201,21207,21497,21591,21617,21620,21621,21704,21742,21744,21773,21774,21775,21817,21818,21819,21874,21892,21899,21900,21901,21902,21935,21949,21991,21992,21992,22043,22044,22047,22066,22080,22081,22082,22090,22121,22139,22152,22349,22380,22381,22382,22383,22384,22386,22423,22457,22466,22470,22488,22499,22577,22578,22579,22597,22604,22620,22621,22632,22633,22633,22666,22672,22674,22720,22748,22753,22754,22759,22804,22866,22866,22867,22907,22956,22965,23048,23103,23106,23169,23187,23191,23198,23203,23208,23209,23209,23209,23270,23294,23296,23296,23301,23306,23307,23322,23332,23415,23418,23419,23425,23493,23502,23503,47599A,82583,82583,84536A,84692,84879,84879,84926A,84988,85099B,85099F,85123A"
"571040","21876,22141,22142,22144,22197,22282,22431,22432,22632,22633,22666,22667,22689,22690,22693,22739,22796,22890,22942,22978,22993,23043,23044,23046,23048,23284,23301,23318,23319,23320,23355,23559,84596B,84674,84813,85048"
"571041","20711,21216,21258,21627,21928,21929,22112,22114,22282,22635,22677,22678,22683,22841,23165"
"571042","23306"
"571043","22637"
"571044","15036,21121,21122,21124,21210,22083,22086,22467,23080,23122,23298,47566"
"571046","10080,15034,15056P,15056P,16216,16237,17136A,17136A,20682,20984,20992,20996,21034,21098,21098,21367,21368,21591,21622,21703,21829,21849,21850,21851,21915,21931,21948,22086,22091,22158,22189,22197,22197,22197,22197,22306,22403,22403,22470,22473,22475,22475,22605,22607,22607,22608,22616,22623,22627,22629,22630,22735,22736,22737,22970,22990,22990,22991,22991,22992,23100,23132,23133,23202,23203,23294,23294,23295,23295,23313,23314,23321,23322,23332,23333,23353,23369,23388,23389,23390,23390,23390,23391,23461,23504,44235,47503A,47503A,47503H,47503H,47504H,47504K,47591D,51014A,51014A,51014C,51014L,82616C,84012,84031A,84031B,84032A,84077,84559A,84559B,84827,84827,84827,85035A,85035C,85035C,85150"
"571047","22141,22142,22734,22865,22866,22867,22910,22943,22950,22952,23076,23157,23234,23312,23313,23318,23320,23349,23376,23382"
"571048","23367,23389,23506,23509"
"571049","22111,22112,22113,22959,23189,23240,23314,23318,23343,23355,23373,23375,23382,23436,23437,23438,23503,23504,23660,23661,71477"
"571050","20975"
"571052","23551,23564,23661"
"571053","20685,21212,21731,22367,22624,22627,22899,23028,23029,23031,23032,23035,23236,23240,23241,23242,23245,23254,23255,23256,23285,23286,23287,23288,23306,23307,23341,23342,84997D,85014B,POST"
"571054","10135,10135,16045,16054,17012B,17012C,17012D,17012F,20761,20762,20764,20765,20765,20766,20766,20767,20768,20770,20770,20771,20771,20772,20975,21136,21386,21386,21497,21499,21506,21592,21770,21804,21808,21810,21810,21823,21823,21824,21824,21990,21991,21992,21993,22044,22141,22144,22150,22156,22156,22161,22161,22161,22188,22219,22588,22712,22714,22734,22734,22815,22816,22818,22895,22922,22923,22924,22989,23061,23126,23127,23128,23138,23139,23139,23149,23150,23151,23152,23153,23220,23220,23225,23225,23232,23233,23263,23265,23265,23265,23266,23266,23275,23366,23367,23368,23511,23512,23513,23514,23515,23516,23517,23519,23520,35471D,35471D,35970,35970,35971,84247E,84247N,84879,84879,84880,84944,84971S,85017B,85017B,85032A,85032B,85032C,85049A,85049C,85049E,85049G,85049H,85130B,85130C,85130D,85199S,85199S"
"571055","21034,21809,21817,22153,22154,22187,22315,22581,22735,22737,23213"
"571056","20723,20724,21340,21791,21892,22411,22423,22466,22533,22536,22537,22620,22623,22666,22748,22749,22767,22768,23108,23203,23245,23310,23398,23399,23470,23564,23660,84755,85099B"
"571057","22795"
"571058","21929,21931,22423,22697,22698,22699,22838,22840,22842,22847,22950,23163,23170,23171,23172,23173,23174,23175,23201,23245,23340,23376,23382"
"571060","23150"
"571061","15056n,20669,20674,20676,20679,20685,20711,20712,20713,20726,20828,20886,20985,21078,21080,21094,21116,21166,21169,21172,21174,21181,21216,21217,21327,21328,21329,21411,21426,21494,21557,21558,21559,21731,21790,21802,21874,21876,21916,21928,21929,21930,21931,21934,21935,21936,21948,21949,21955,21972,21988,21989,22063,22069,22074,22076,22077,22094,22139,22141,22144,22166,22173,22186,22187,22193,22195,22328,22352,22358,22360,22371,22379,22381,22385,22386,22411,22412,22424,22425,22428,22433,22456,22457,22501,22507,22555,22629,22630,22644,22659,22676,22685,22692,22697,22699,22720,22721,22730,22752,22807,22839,22844,22946,22952,22960,22961,23033,23034,23066,23158,23163,23170,23171,23172,23196,23197,23199,23201,23201,23241,23243,23245,23283,23284,23301,23328,23353,23355,23403,23515,48185,48194,72349b,82001s,82482,82494l,82580,84029G,84032A,84032B,84509a,84946,84970s,84988,85048,85049a,85049e,85099B,85099C,85150,DOT"
"571062","22639,22642,22776,22784,23099,23109,23301,23355,51014A,51014C,71038,71053,85034A,85034A,85034B,85034C,85035A,85035A,85035B,85035C,85036A,85036A,85036B,85036C,85123A,85136A"
"571063","22112,22633,23108,23531,70006,84029G"
"571064","20828,21328,21615,21617,21620,21935,22086,22380,22560,22562,22563,22634,22635,22743,22744,22768,22906,22911,22992,23192,23356"
"571065","21213,21452,21479,21481,21484,21485,21504,21539,21558,21559,21561,21668,21670,21671,21672,21673,21843,21914,21915,21949,22131,22326,22327,22328,22331,22332,22333,22334,22352,22423,22434,22435,22437,22448,22467,22489,22492,22551,22553,22554,22555,22556,22558,22620,22720,22960,22961,22965,22966,22978,22980,23034,23035,23192,23235,23236,23240,23243,23244,23245,23247,23254,23255,23256,23307,23348,23388,23389,23390,23493,23494,23559,79191C,84375,84378,84946,84997C,85053,POST"
"571067","22077,22621,22907,22909,22910,22941,22952,22960,23293,23296,23366,23382,23511,23512,23516,23517"
"571069","22158,22771,23210,23211,23214,23215,23321,23330,23333,23403,23404,35970,72351A,72351B,72760B,82583,84879,84947,84970L,85150"
"571080","22762,23013,23082,23169,23321,23322,23323,23393,23395,23396,23414,23425,23535,46000M"
"571081","21034,21733,22112,22113,22139,22171,22283,22470,22487,22794,22797,22804,22835,23026,23067,23067,23322,23355,23393,23396,23411,23424,46000M,82482,82494L,84836,85123A"
"571082","16236,16237,20719,20723,20724,20838,20840,20961,20974,21066,21068,21109,21126,21147,21156,21167,21175,21212,21213,21215,21288,21313,21314,21328,21430,21452,21731,21739,21803,21804,21808,21810,21811,21822,21824,21880,21889,21901,21906,21908,21915,21935,21945,21975,21976,21990,21992,22023,22059,22063,22074,22075,22076,22086,22107,22111,22134,22138,22141,22161,22169,22189,22196,22219,22295,22310,22337,22338,22339,22340,22356,22379,22380,22386,22418,22419,22452,22483,22489,22553,22577,22578,22579,22580,22581,22597,22599,22616,22630,22653,22666,22674,22692,22698,22720,22734,22738,22772,22792,22818,22834,22880,22888,22909,22913,22914,22944,22950,22961,23035,23087,23088,23089,23093,23123,23140,23182,23184,23196,23201,23204,23205,23206,23298,23308,23309,23328,23344,23349,23353,23356,23365,23366,23367,23368,23369,23376,23377,23394,23399,23434,23435,23436,23461,23528,23534,23543,23611,35953,35964,35967,46776B,46776F,47591D,71477,72816,82001S,82482,82494L,82552,82578,82581,82582,82583,84031A,84032A,84406B,84509A,84510A,84792,84915,84969,84971S,84991,84993A,85017B,85032A,85039A,85039B,85049E,85049H,85099B,85099F,85129D,85131B,85131D,85152,90059F,90101,DOT"
"571090","21730,22728,23132,23147,84978"
"571098","20724,21114,21154,21217,21524,21579,21668,21668,21669,21670,21671,21672,21672,21673,21733,21900,21917,21918,21927,21977,22077,22112,22243,22294,22348,22386,22413,22423,22457,22457,22467,22494,22595,22621,22690,22795,22807,23126,23166,23196,23199,23210,23211,23212,23213,23300,23301,37446,47421,84971S,85038,85099B,85099B,85123A,85123A"
"571099","15034,15036,16161U,21982"
"571100","21213,21833,22551,22614"
"571101","20724,21977,22112,22383,22398,22402,22411,22726,22727,22729,22835,22940,22979,22980,23089,23201,23203,23206,23207,23315,23316,23317,23531,23542,23660,23661,84879"
"571102","23284"
"571103","21484,21485,22457,22470,22692,22865,23048,23082,23144,23213,23284,23321,23323,23437,23470,71459,82494L,84029E,84945,84970L"
"571104","20725,20727,21212,21731,22383,22632,22809,22866,23220,23222,23223,23225,23311,23349,23350,23351,23352,23353,23354,23483,84991"
"571105","20725,20750,20979,20984,21080,21242,21326,21615,21616,21619,21744,21809,21810,21889,21991,21992,21993,22110,22138,22141,22142,22144,22268,22306,22312,22328,22362,22400,22441,22497,22500,22530,22531,22534,22536,22538,22543,22544,22546,22547,22547,22577,22578,22613,22666,22731,22732,22733,22766,22779,22865,22866,22867,22960,23012,23013,23014,23110,23118,23176,23177,23193,23254,23275,23320,23345,23346,23348,23350,23355,23356,23371,23371,23372,23398,23399,23419,23431,23439,23469,72760B,72816,72817,72818,82483,82486,82494L,85017B,85034A,85034B,85034B,85034C,85035A,85035B,85035C,85036A,85036B,85036C,85049A,85066"
"571106","21166,21754,21756,21770,22488,23091,23395,23396,23466,23535,35970,46000S,82551,82552,82583,M"
"571107","21754,21756,22169,22604,22639,22938,22965,23163,23534,23544,84832"
"571108","21137,22179,22779,82001S,85123A"
"571109","21890"
"571111","POST"
"571117","16161P,20723,20750,20971,21481,21498,21519,21980,21984,22029,22111,22114,22418,22431,22457,22594,22601,22603,22605,22726,22766,22768,22969,23039,23047,23070,23074,23076,23178,23213"
"571118","23206,23329,23330,23333"
"571119","20675,20677,20719,20723,20724,20725,20727,20728,21154,21155,21212,21213,21239,21240,21244,21381,21479,21484,21671,21672,21714,22041,22079,22086,22110,22111,22112,22114,22197,22327,22355,22356,22382,22383,22423,22426,22631,22645,22645,22665,22725,22726,22727,22729,22731,22732,22733,22736,22739,22775,22805,22834,22835,22896,22898,23168,23204,23205,23206,23207,23208,23298,47566,79321,82583,82583,84029E,84030e,84030e,84692,84997b,84997c,84997d,85049g"
"571120","21181,22077,22266,22286,22720,23118,23144,23145,23403,35953,48194,84970L,84970S,85049E,85123A"
"571121","17129F,22112,22114,22835,23355,23393,23394,23395,23396,85048"
"571122","21326,22791"
"571123","20726,21704,21705,21791,21889,22144,22169,22382,22385,22551,22554,22596,22617,22629,22630,22972,22975,23007,23008,23176,23177,23192,23194,23201,23207,23229,23241,23242,23254,23289,23291,23328,23346,23367,23368,23371,23372,23392,23506,23508,23510,23523,23524,23526,23528,23531,23531,23567,23660,85066"
"571125","21059,21224,21679,22229,22332,22334,22574,22995,22996,22997,23000,23263"
"571128","72802A"
"571129","20719,20723,20724,22355,22356,22383,22661,23205,23353,23354,23407,23434,23435,23506,23507,23508,23509,23510,C2"
"571142","20969,20970,20971,20972,22141,22142,22144,22147,22150,22271,22273,22274,22568,22749,22750,22751,22940,23126,23127,23128"
"571158","20767,21239,21264,21446,21463,21494,21700,21738,21739,21773,21774,21775,21901,21935,22093,22097,22180,22227,22411,22994,22996,47310M,85114A,85175"
"571169","21463,22925,22928,23359,23469,23470"
"571178","20974,21224,21679,21828,22083,22085,22332,22437,22562,23176,23177,23194,23194,23283"
"571179","M"
"571180","20961,20963,21165,21380,21523,21742,21945,21982,22173,22485,22779,22780,22941,22942,22943,22969,23073,23074,23077,23108,23280,23283,23284,23504,48138,48194,72741,79321,82583,85014A,85014B,85048,85180A,85180B"
"571181","48173C"
"571182","21429"
"571183","15056BL,15056N,15056P,20679,21068,21070,21158,21162,21163,21165,21166,21175,21181,21181,21212,21213,21231,21231,21232,21232,21340,21817,21818,21818,21819,21819,21871,21872,21873,21977,22057,22059,22062,22064,22068,22336,22417,22577,22578,22579,22616,22630,22631,22659,22720,22900,22951,22966,23012,23013,23014,23076,23077,23154,23196,23198,23236,23238,23240,23243,23263,23293,23307,23308,23309,23365,23369,23405,23493,23494,23501,35923,35964,37447,37448,37450,47559B,82483,82567,84596B,84596B,84596F,84707A,84991,85111,85116,85152"
"571184","21329,21682,21683,21833,21928,22112,22158,22350,22470,22476,22776,23094,23103,23200,23201,23273,23301,23322,23329,23332,23355,23503,72760B,85099C"
"571185","20972,22086,22367,22621,22720,22722,22739,22899,22960,23025,23031,23032,23096,23109,23198,23245,23294,23295,23397,23434,23435,23470,23487,23511,23513,23514,48184,48187,48188,85049E,85053"
"571187","21121,21212,21463,21464,22435,22436,22467,22628,22759,22960,23191,23236,23237,23240,23256,23310,23369,70006,84997A,84997B,84997C,84997D,POST"
"571188","21175,21181,21770,21872,22111,22138,22191,22193,22394,22413,22419,22582,22617,22623,22625,22692,22726,22727,22816,22922,23012,23069,23159,23284,23317,23342,23397,23472,48188,82484,82494L,84077,85023B,POST"
"571189","20668,21108,21640,21733,21810,21817,21818,22043,22044,22147,22150,22155,22161,22178,22187,22338,22339,22464,22465,22566,22904,22945,23222,23223,23263,23265,23266,23349,23350,23351,23352,23353,23354,23434,23500,35599B,35953,35961,85178"
